Option Name,URL,Contact,Address,Distance,Duration,Map,Pet Policy,Parking,Gym,Kitchen,Amenities,Features,Living Space,Rent,Monthly Fees,One Time Fees,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
29-6 Crescent St Unit 1g,https://www.apartments.com/29-6-crescent-st-queens-ny/pbzftfv/,844-475-7161,"29-6 Crescent St, Queens, NY 11102","* morning: 3.8 mi
* evening: 3.7 mi","* morning: 24 mins
* evening: 21 mins","https://www.google.com/maps/place/29-6+Crescent+St,+Queens,+NY+11102",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,250",,,12 Months,,,,
3135 Crescent St,https://www.apartments.com/3135-crescent-st-astoria-ny/2qdl8k8/,,"3135 Crescent St, Astoria, NY 11106","* morning: 3.4 mi
* evening: 3.3 mi","* morning: 23 mins
* evening: 21 mins","https://www.google.com/maps/place/3135+Crescent+St,+Astoria,+NY+11106",Dogs and Cats Allowed,,,,,,,"$2,250",,,,,,,
27-10 30th Ave Unit G,https://www.apartments.com/27-10-30th-ave-queens-ny/wd9wr6l/,844-828-9987,"27-10 30th Ave, Queens, NY 11102","* morning: 3.7 mi
* evening: 3.6 mi","* morning: 21 mins
* evening: 19 mins","https://www.google.com/maps/place/27-10+30th+Ave,+Queens,+NY+11102",Dogs and Cats Allowed,,,,,,,"$2,250",,,12 Months,* Laundry Facilities,,,
168 20th St Unit 1L,https://www.apartments.com/168-20th-st-brooklyn-ny/l06202e/,844-396-5045,"168 20th St, Brooklyn, NY 11232","* morning: 10.3 mi
* evening: 10.0 mi","* morning: 52 mins
* evening: 54 mins","https://www.google.com/maps/place/168+20th+St,+Brooklyn,+NY+11232",Dogs and Cats Allowed,,,,,,,"$2,266",,,18 Months,* Laundry Facilities,,,
322 E 84th St Unit 3C,https://www.apartments.com/322-e-84th-st-new-york-ny/grgj9zy/,,"322 E 84th St, New York, NY 10028","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 14 mins
* evening: 13 mins","https://www.google.com/maps/place/322+E+84th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,275",,,12 Months,* Laundry Facilities,,,
229 E 96th St Unit 5-FW,https://www.apartments.com/229-e-96th-st-new-york-ny/3fp779e/,,"229 E 96th St, New York, NY 10128","* morning: 2.1 mi
* evening: 2.1 mi","* morning: 12 mins
* evening: 13 mins","https://www.google.com/maps/place/229+E+96th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,275",,,12 Months,* Laundry Facilities,,,
340 E 90th St Unit 8B,https://www.apartments.com/340-e-90th-st-new-york-ny/e4blrmm/,844-848-1973,"340 E 90th St, New York, NY 10128","* morning: 2.0 mi
* evening: 1.9 mi","* morning: 17 mins
* evening: 15 mins","https://www.google.com/maps/place/340+E+90th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,* Wheelchair Accessible (Rooms),,"$2,287",,,12 Months,,,,
200 W 85th St,https://www.apartments.com/200-w-85th-st-new-york-ny/rg8dyb3/,516-243-7952,"200 W 85th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 33 mins
* evening: 30 mins","https://www.google.com/maps/place/200+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,290",,,12 Months,,,,
171 Avenue A,https://www.apartments.com/171-avenue-a-new-york-ny/pb8zthv/,201-354-6085,"171 Avenue A, New York, NY 10009","* morning: 3.3 mi
* evening: 3.1 mi","* morning: 22 mins
* evening: 22 mins","https://www.google.com/maps/place/171+Avenue+A,+New+York,+NY+10009",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
512 E 88th St Unit 3B,https://www.apartments.com/512-e-88th-st-new-york-ny/4t8bgkh/,,"512 E 88th St, New York, NY 10128","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 19 mins
* evening: 17 mins","https://www.google.com/maps/place/512+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
47-09 Skillman Ave,https://www.apartments.com/47-09-skillman-ave-queens-ny/3cv7j5e/,844-394-6221,"47-09 Skillman Ave, Queens, NY 11104","* morning: 3.4 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 29 mins","https://www.google.com/maps/place/47-09+Skillman+Ave,+Queens,+NY+11104",Dogs and Cats Allowed,Street,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
316 E 82nd St,https://www.apartments.com/316-e-82nd-st-new-york-ny/e8w6c8p/,973-821-7360,"316 E 82nd St, New York, NY 10028","* morning: 1.9 mi
* evening: 1.8 mi","* morning: 16 mins
* evening: 14 mins","https://www.google.com/maps/place/316+E+82nd+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
1408 Madison Ave Unit 3B,https://www.apartments.com/1408-madison-ave-new-york-ny/vnxyp0g/,,"1408 Madison Ave, New York, NY 10029","* morning: 2.1 mi
* evening: 2.1 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/1408+Madison+Ave,+New+York,+NY+10029",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
1664 1st Avenue Unit 4-N,https://www.apartments.com/1664-1st-avenue-new-york-ny/g6lbn7y/,,"1664 1st Avenue, New York, NY 10028","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/1664+1st+Avenue,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
414 W 49th St Unit 3-C,https://www.apartments.com/414-w-49th-st-new-york-ny/j1g5q36/,,"414 W 49th St, New York, NY 10019","* morning: 1.7 mi
* evening: 1.8 mi","* morning: 18 mins
* evening: 19 mins","https://www.google.com/maps/place/414+W+49th+St,+New+York,+NY+10019",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
531 E 78th St,https://www.apartments.com/531-e-78th-st-new-york-ny/0h49613/,516-596-8791,"531 E 78th St, New York, NY 10075","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 17 mins
* evening: 18 mins","https://www.google.com/maps/place/531+E+78th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
3 W 103rd St Unit 1FE,https://www.apartments.com/3-w-103rd-st-new-york-ny/91h5hw6/,,"3 W 103rd St, New York, NY 10025","* morning: 4.4 mi
* evening: 4.0 mi","* morning: 37 mins
* evening: 27 mins","https://www.google.com/maps/place/3+W+103rd+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
301 E 108th St Unit 8,https://www.apartments.com/301-e-108th-st-new-york-ny/wlkc2ll/,,"301 E 108th St, New York, NY 10029","* morning: 3.0 mi
* evening: 3.0 mi","* morning: 17 mins
* evening: 18 mins","https://www.google.com/maps/place/301+E+108th+St,+New+York,+NY+10029",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,295",,,12 Months,,,,
330 E 35th St Unit 13,https://www.apartments.com/330-e-35th-st-new-york-ny/1qdlh14/,,"330 E 35th St, New York, NY 10016","* morning: 2.0 mi
* evening: 2.0 mi","* morning: 17 mins
* evening: 21 mins","https://www.google.com/maps/place/330+E+35th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
210 W 94th St Unit 2C,https://www.apartments.com/210-w-94th-st-new-york-ny/45p05nj/,862-702-9012,"210 W 94th St, New York, NY 10025","* morning: 5.1 mi
* evening: 4.8 mi","* morning: 30 mins
* evening: 29 mins","https://www.google.com/maps/place/210+W+94th+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
57 Clinton St Unit 6,https://www.apartments.com/57-clinton-st-new-york-ny/gyfpp6x/,,"57 Clinton St, New York, NY 10002","* morning: 5.2 mi
* evening: 5.2 mi","* morning: 26 mins
* evening: 27 mins","https://www.google.com/maps/place/57+Clinton+St,+New+York,+NY+10002",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
320 E 81st St Unit 4-FE,https://www.apartments.com/320-e-81st-st-new-york-ny/ygmnpls/,,"320 E 81st St, New York, NY 10028","* morning: 1.4 mi
* evening: 1.4 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/320+E+81st+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
326 E 81st St Unit 3-FE,https://www.apartments.com/326-e-81st-st-new-york-ny/lk22v8d/,,"326 E 81st St, New York, NY 10028","* morning: 1.4 mi
* evening: 1.4 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/326+E+81st+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
1024 Clinton St Unit D,https://www.apartments.com/1024-clinton-st-hoboken-nj/cwqsmtd/,844-300-2627,"1024 Clinton St, Hoboken, NJ 07030","* morning: 6.8 mi
* evening: 5.2 mi","* morning: 59 mins
* evening: 42 mins","https://www.google.com/maps/place/1024+Clinton+St,+Hoboken,+NJ+07030",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
105 Macdougal St Unit 2,https://www.apartments.com/105-macdougal-st-new-york-ny/hf87h02/,844-549-2832,"105 Macdougal St, New York, NY 10012","* morning: 3.7 mi
* evening: 3.5 mi","* morning: 22 mins
* evening: 25 mins","https://www.google.com/maps/place/105+Macdougal+St,+New+York,+NY+10012",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
311 E 61st St Unit 14,https://www.apartments.com/311-e-61st-st-new-york-ny/9139fk6/,844-312-4376,"311 E 61st St, New York, NY 10065","* morning: 0.4 mi
* evening: 0.4 mi","* morning: 8 mins
* evening: 7 mins","https://www.google.com/maps/place/311+E+61st+St,+New+York,+NY+10065",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
213 E 84th St Unit 5D,https://www.apartments.com/213-e-84th-st-new-york-ny/9p4dce7/,201-308-2185,"213 E 84th St, New York, NY 10028","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 11 mins
* evening: 10 mins","https://www.google.com/maps/place/213+E+84th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,* Laundry Facilities,,,
57 Clinton St Unit 11,https://www.apartments.com/57-clinton-st-new-york-ny/l68dgbf/,862-285-2489,"57 Clinton St, New York, NY 10002","* morning: 5.2 mi
* evening: 5.2 mi","* morning: 26 mins
* evening: 27 mins","https://www.google.com/maps/place/57+Clinton+St,+New+York,+NY+10002",Dogs and Cats Allowed,,,,,,,"$2,295",,,12 Months,,,,
411 17th Street,https://www.apartments.com/411-17th-street-brooklyn-ny/0edx6s1/,,"411 17th St, Brooklyn, NY 11215","* morning: 10.2 mi
* evening: 10.2 mi","* morning: 47 mins
* evening: 49 mins","https://www.google.com/maps/place/411+17th+St,+Brooklyn,+NY+11215","Dogs Allowed
* $500 Deposit
* 50 lb Weight Limit
* 2 Pet Limit",,,,"* 4th Floor Walk Up
* Ample Closet Space Throughout
* Laundry In Building",,,"$2,300","* Water, Heat: Included","* Application Fee: $100
* Dog Deposit: $500",1 Year,,"* Built in 1931
* 12 Units/5 Stories",,
309 E 69th St,https://www.apartments.com/309-e-69th-st-new-york-ny/enllzgp/,844-899-5883,"309 E 69th St, New York, NY 10021","* morning: 0.8 mi
* evening: 0.8 mi","* morning: 10 mins
* evening: 9 mins","https://www.google.com/maps/place/309+E+69th+St,+New+York,+NY+10021",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
102 Tidewater St Unit 4,https://www.apartments.com/102-tidewater-st-jersey-city-nj/gs5db3x/,973-852-3538,"102 Tidewater St, Jersey City, NJ 07302","* morning: 6.8 mi
* evening: 6.7 mi","* morning: 49 mins
* evening: 43 mins","https://www.google.com/maps/place/102+Tidewater+St,+Jersey+City,+NJ+07302",Dogs and Cats Allowed,Covered: $200,,,,* Washer/Dryer,,"$2,300",,,12 Months,,,,
215 E 84th St Unit 2A,https://www.apartments.com/215-e-84th-st-new-york-ny/990f8p7/,,"215 E 84th St, New York, NY 10028","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 11 mins
* evening: 10 mins","https://www.google.com/maps/place/215+E+84th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
512 E 88th St Unit 1D,https://www.apartments.com/512-e-88th-st-new-york-ny/3n0gnkg/,,"512 E 88th St, New York, NY 10128","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 19 mins
* evening: 17 mins","https://www.google.com/maps/place/512+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
93 4th Ave,https://www.apartments.com/93-4th-ave-brooklyn-ny/2lgv19c/,,"93 4th Ave, Brooklyn, NY 11217","* morning: 8.0 mi
* evening: 7.7 mi","* morning: 36 mins
* evening: 32 mins","https://www.google.com/maps/place/93+4th+Ave,+Brooklyn,+NY+11217",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
542 E 79th St Unit 2N,https://www.apartments.com/542-e-79th-st-new-york-ny/vp31t2d/,,"542 E 79th St, New York, NY 10075","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 19 mins
* evening: 20 mins","https://www.google.com/maps/place/542+E+79th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
220 E 78th St,https://www.apartments.com/220-e-78th-st-new-york-ny/p9yzpgt/,844-870-2003,"220 E 78th St, New York, NY 10075","* morning: 1.1 mi
* evening: 1.1 mi","* morning: 8 mins
* evening: 8 mins","https://www.google.com/maps/place/220+E+78th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
24-10 28th St Unit 6A,https://www.apartments.com/24-10-28th-st-queens-ny/p7gt5et/,646-677-4466,"24-10 28th St, Queens, NY 11102","* morning: 4.1 mi
* evening: 4.0 mi","* morning: 27 mins
* evening: 23 mins","https://www.google.com/maps/place/24-10+28th+St,+Queens,+NY+11102",Dogs and Cats Allowed,Garage,,,,,,"$2,300",,,12 Months,,,,
277 Grand St,https://www.apartments.com/277-grand-st-jersey-city-nj/vb5z47g/,561-303-2964,"277 Grand St, Jersey City, NJ 07302","* morning: 6.8 mi
* evening: 6.7 mi","* morning: 49 mins
* evening: 43 mins","https://www.google.com/maps/place/277+Grand+St,+Jersey+City,+NJ+07302",Dogs and Cats Allowed,Surface Lot,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
35 Ocean Pkwy Unit 2H,https://www.apartments.com/35-ocean-pkwy-brooklyn-ny/w4xjgjl/,844-635-3559,"35 Ocean Pkwy, Brooklyn, NY 11218","* morning: 10.4 mi
* evening: 10.9 mi","* morning: 53 mins
* evening: 51 mins","https://www.google.com/maps/place/35+Ocean+Pkwy,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
254 Wyckoff St Unit 3 FL,https://www.apartments.com/254-wyckoff-st-brooklyn-ny/964rj75/,844-312-4524,"254 Wyckoff St, Brooklyn, NY 11217","* morning: 7.6 mi
* evening: 7.3 mi","* morning: 37 mins
* evening: 34 mins","https://www.google.com/maps/place/254+Wyckoff+St,+Brooklyn,+NY+11217",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
70 Dahill Rd Unit 5T,https://www.apartments.com/70-dahill-rd-brooklyn-ny/3xn1szf/,844-892-8767,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,300",,,12 Months,,,,
255 Cumberland St Unit 402,https://www.apartments.com/255-cumberland-st-brooklyn-ny/67c3qzt/,844-671-0015,"255 Cumberland St, Brooklyn, NY 11205","* morning: 8.1 mi
* evening: 7.7 mi","* morning: 40 mins
* evening: 34 mins","https://www.google.com/maps/place/255+Cumberland+St,+Brooklyn,+NY+11205",Dogs and Cats Allowed,Street,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
292 7th Ave,https://www.apartments.com/292-7th-ave-brooklyn-ny/ddv4cbh/,844-351-8585,"292 7th Ave, Brooklyn, NY 11215","* morning: 9.3 mi
* evening: 9.3 mi","* morning: 41 mins
* evening: 42 mins","https://www.google.com/maps/place/292+7th+Ave,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
70 Dahill Rd Unit 5T,https://www.apartments.com/70-dahill-rd-brooklyn-ny/z842zxz/,844-393-5843,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
70 Dahill Rd,https://www.apartments.com/70-dahill-rd-brooklyn-ny/4s4hf1l/,844-775-0382,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
326 E 81st St Unit 6-FW,https://www.apartments.com/326-e-81st-st-new-york-ny/bjhr9h8/,,"326 E 81st St, New York, NY 10028","* morning: 1.4 mi
* evening: 1.4 mi","* morning: 14 mins
* evening: 14 mins","https://www.google.com/maps/place/326+E+81st+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
522 E 84th St Unit 2-K,https://www.apartments.com/522-e-84th-st-new-york-ny/vs7wtrd/,,"522 E 84th St, New York, NY 10028","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 20 mins
* evening: 17 mins","https://www.google.com/maps/place/522+E+84th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
220 E 89th St Unit 09,https://www.apartments.com/220-e-89th-st-new-york-ny/2jzyh49/,201-470-5265,"220 E 89th St, New York, NY 10128","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 12 mins
* evening: 11 mins","https://www.google.com/maps/place/220+E+89th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
109 Willow Ave Unit #17,https://www.apartments.com/109-willow-ave-hoboken-nj/xeqqy0m/,201-419-5415,"109 Willow Ave, Hoboken, NJ 07030","* morning: 6.0 mi
* evening: 5.7 mi","* morning: 42 mins
* evening: 47 mins","https://www.google.com/maps/place/109+Willow+Ave,+Hoboken,+NJ+07030",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
309 E 37th St,https://www.apartments.com/309-e-37th-st-new-york-ny/8q7mrc2/,929-352-7666,"309 E 37th St, New York, NY 10016","* morning: 1.5 mi
* evening: 1.5 mi","* morning: 15 mins
* evening: 16 mins","https://www.google.com/maps/place/309+E+37th+St,+New+York,+NY+10016",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
509 East 86th St Unit 2FE,https://www.apartments.com/509-east-86th-st-new-york-ny/51gf6dm/,914-768-3821,"509 East 86th St, New York, NY 10028","* morning: 1.9 mi
* evening: 1.8 mi","* morning: 16 mins
* evening: 14 mins","https://www.google.com/maps/place/509+East+86th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
71 Dahill Rd,https://www.apartments.com/71-dahill-rd-brooklyn-ny/c5e5gwe/,201-397-1074,"71 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 46 mins
* evening: 49 mins","https://www.google.com/maps/place/71+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
70 Dahill Rd Unit T,https://www.apartments.com/70-dahill-rd-brooklyn-ny/cmw1n7f/,201-374-7323,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
70 Dahill Rd Unit 5T,https://www.apartments.com/70-dahill-rd-brooklyn-ny/r6n5dx3/,973-685-6082,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,* Laundry Facilities,,,
70 Dahill Rd,https://www.apartments.com/70-dahill-rd-brooklyn-ny/bq9tcwb/,844-803-7442,"70 Dahill Rd, Brooklyn, NY 11218","* morning: 11.4 mi
* evening: 11.4 mi","* morning: 45 mins
* evening: 49 mins","https://www.google.com/maps/place/70+Dahill+Rd,+Brooklyn,+NY+11218",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,300",,,12 Months,,,,
70 Prospect Park Southwest,https://www.apartments.com/70-prospect-park-southwest-brooklyn-ny/smz4s96/,844-719-7895,"70 Prospect Park Southwest, Brooklyn, NY 11215","* morning: 10.0 mi
* evening: 10.0 mi","* morning: 43 mins
* evening: 45 mins","https://www.google.com/maps/place/70+Prospect+Park+Southwest,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,,,"$2,300",,,12 Months,,,,
The Zenith,https://www.apartments.com/the-zenith-jersey-city-nj/3lpgz8g/,844-233-3822,"9 Regent St, Jersey City, NJ 07302","* morning: 6.8 mi
* evening: 6.7 mi","* morning: 50 mins
* evening: 44 mins","https://www.google.com/maps/place/9+Regent+St,+Jersey+City,+NJ+07302","Dogs Allowed:
Breed restrictions may apply 
* $50 Monthly Pet Rent
* 30 lb Weight Limit
* 1 Pet Limit","Surface Lot: $120
1 space.","* Fitness Center
* Pool","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Microwave
* Refrigerator",,"* High Speed Internet Access
* Washer/Dryer
* Smoke Free
* Cable Ready","* Hardwood Floors
* Tile Floors","$2,310 - 2,800","* Unassigned Surface Lot Parking: $120
* Unassigned Garage Parking: $200
* Cat Rent: $50
* Dog Rent: $50
* Water, Trash Removal, Sewer: Included",* Application Fee: $80,,"* Laundry Facilities
* Concierge","* Built in 2008
* 108 Units/8 Stories",,* Grill
523 E 78th St Unit 3H,https://www.apartments.com/523-e-78th-st-new-york-ny/1w8v8s5/,,"523 E 78th St, New York, NY 10075","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 17 mins
* evening: 17 mins","https://www.google.com/maps/place/523+E+78th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,325",,,12 Months,* Laundry Facilities,,,
